#threads N estimate error time
10 100000 3.12747999999999981569 0.01411265358979330031 0.037169
10 100000 3.12820000000000009166 0.01339265358979302434 0.029047
10 10000 3.10119999999999995666 0.04039265358979315934 0.047926
10 100000 3.12880000000000002558 0.01279265358979309042 0.048276
10 100000 3.12548000000000003595 0.01611265358979308004 0.022765
10 10000000 3.14315120000000014500 0.00155854641020702900 0.104860
10 100000 3.12627999999999994785 0.01531265358979316815 0.035763
10 100000 3.12528000000000005798 0.01631265358979305802 0.030803
10 1000000 3.13498400000000021492 0.00660865358979290107 0.040688
10 1000000 3.13538400000000017087 0.00620865358979294513 0.047217
10 100000 3.12315999999999993619 0.01843265358979317980 0.066792
10 1000000 3.13619199999999986872 0.00540065358979324728 0.051503
10 1000000 3.13419600000000020401 0.00739665358979291199 0.061443
10 1000000 3.13510400000000011289 0.00648865358979300311 0.054260
10 1000000 3.13521200000000010988 0.00638065358979300612 0.081671
10 1000000 3.13577599999999989677 0.00581665358979321923 0.067420
10 10000000 3.14342800000000011096 0.00183534641020699496 0.113849
10 1000000 3.13548800000000005284 0.00610465358979306316 0.080114
10 10000000 3.14345359999999995892 0.00186094641020684293 0.173149
10 10000000 3.14353520000000008494 0.00194254641020696894 0.133494
10 10000000 3.14330560000000014398 0.00171294641020702798 0.137743
10 10000000 3.14311840000000008999 0.00152574641020697399 0.143108
10 10000000 3.14368559999999996890 0.00209294641020685290 0.148453
10 10000000 3.14334680000000021849 0.00175414641020710249 0.125633
10 10000000 3.14363359999999980587 0.00204094641020668988 0.141041
10 10000000 3.14339600000000007896 0.00180334641020696296 0.150950
10 100000000 3.14156075999999995219 0.00003189358979316381 1.034077
10 100000000 3.14157283999999981106 0.00001981358979330494 1.148366
10 100000000 3.14161907999999989727 0.00002642641020678127 1.254741
10 100000000 3.14159568000000000154 0.00000302641020688554 1.126330
10 100000000 3.14157691999999988397 0.00001573358979323203 1.145966
10 100000000 3.14160508000000016082 0.00001242641020704482 1.143194
10 100000000 3.14165007999999978949 0.00005742641020667349 1.151137
10 100000000 3.14157163999999999859 0.00002101358979311740 1.185919
10 100000000 3.14160356000000007271 0.00001090641020695671 1.167176
10 100000000 3.14166627999999992227 0.00007362641020680627 1.152663
10 1000000000 3.14166690000000015104 0.00007424641020703504 12.433795
10 1000000000 3.14167041600000018775 0.00007776241020707175 12.164914
10 1000000000 3.14167109999999993875 0.00007844641020682275 12.191826
10 1000000000 3.14167219600000002799 0.00007954241020691200 12.205652
10 1000000000 3.14167356000000008720 0.00008090641020697120 12.177147
10 1000000000 3.14167318799999994994 0.00008053441020683394 12.349776
10 1000000000 3.14167157599999979922 0.00007892241020668322 12.389250
10 1000000000 3.14167356799999986094 0.00008091441020674495 12.377307
10 1000000000 3.14166127199999989372 0.00006861841020677772 12.539354
10 1000000000 3.14166355199999980385 0.00007089841020668786 12.560347
10 10000000000 3.14159182599999997620 0.00000082758979313979 128.162848
10 10000000000 3.14159237879999997389 0.00000027478979314211 128.923895
10 10000000000 3.14159246160000016346 0.00000019198979295254 128.778970
10 10000000000 3.14159252600000016287 0.00000012758979295313 128.984873
10 10000000000 3.14159241720000004250 0.00000023638979307350 129.451613
10 10000000000 3.14159197479999985347 0.00000067878979326252 130.146245
10 10000000000 3.14159216719999978551 0.00000048638979333049 130.618721
10 10000000000 3.14159243679999988785 0.00000021678979322814 130.483077
10 10000000000 3.14159256240000006599 0.00000009118979305001 130.899842
10 10000000000 3.14159300960000020808 0.00000035601020709208 131.879673
10 100000000000 3.14159228376000010385 0.00000036982979301214 1286.447468
10 10 0.40000000000000002220 2.74159265358979320482 0.038865
10 100 2.52000000000000001776 0.62159265358979309823 0.027322
10 1000 3.02000000000000001776 0.12159265358979309823 0.031321
10 10000 3.10400000000000009237 0.03759265358979302363 0.031112
10 100000 3.12919999999999998153 0.01239265358979313447 0.031553
10 1000000 3.13579600000000002780 0.00579665358979308820 0.033340
10 10000000 3.14348839999999984940 0.00189574641020673340 0.071396
10 100000000 3.14154243999999982506 0.00005021358979329094 0.444918
10 100000000000 3.14159202100000012337 0.00000063258979299263 1289.927935
10 10 0.40000000000000002220 2.74159265358979320482 0.038894
10 100 2.31999999999999984013 0.82159265358979327587 0.031286
10 1000 3.01600000000000001421 0.12559265358979310179 0.041137
10 100000000000 3.14159204623999999129 0.00000060734979312471 1287.623253
10 10000 3.09719999999999995310 0.04439265358979316289 0.039036
10 100000 3.12363999999999997215 0.01795265358979314385 0.039408
10 10 0.00000000000000000000 3.14159265358979311600 0.034938
10 100000000000 3.14159228812000002051 0.00000036546979309549 1291.013840
10 1000000 3.13512799999999991485 0.00646465358979320115 0.033283
10 100 2.35999999999999987566 0.78159265358979324034 0.047073
10 1000 2.99599999999999999645 0.14559265358979311955 0.051086
10 10 0.40000000000000002220 2.74159265358979320482 0.046301
10 10000000 3.14349280000000019797 0.00190014641020708197 0.083053
10 10000 3.10760000000000013998 0.03399265358979297602 0.029960
10 100 2.52000000000000001776 0.62159265358979309823 0.041120
10 100000 3.12752000000000007773 0.01407265358979303826 0.039330
10 1000 2.99599999999999999645 0.14559265358979311955 0.069576
10 1000000 3.13432000000000021700 0.00727265358979289900 0.063195
10 10000 3.10080000000000000071 0.04079265358979311529 0.037713
10 100000 3.12695999999999996177 0.01463265358979315423 0.049386
10 10000000 3.14348440000000017847 0.00189174641020706247 0.129393
10 1000000 3.13484799999999985687 0.00674465358979325913 0.039021
10 10000000 3.14336320000000002395 0.00177054641020690795 0.091136
10 100000000 3.14160359999999982961 0.00001094641020671361 0.669771
10 100000000 3.14157468000000017483 0.00001797358979294117 0.658053
10 100000000000 3.14159228647999988482 0.00000036710979323118 1290.662089
10 10 0.40000000000000002220 2.74159265358979320482 0.042994
10 100000000 3.14153800000000016368 0.00005465358979295232 0.648894
10 100 2.43999999999999994671 0.70159265358979316929 0.056975
10 1000 3.02000000000000001776 0.12159265358979309823 0.054678
10 10000 3.10080000000000000071 0.04079265358979311529 0.052506
10 100000 3.12559999999999993392 0.01599265358979318208 0.058314
10 1000000 3.13471199999999994290 0.00688065358979317310 0.063195
10 10000000 3.14300360000000011951 0.00141094641020700351 0.125846
10 100000000000 3.14159230536000011469 0.00000034822979300131 1291.048306
10 10 0.40000000000000002220 2.74159265358979320482 0.067008
10 100 2.43999999999999994671 0.70159265358979316929 0.073053
10 1000 3.02000000000000001776 0.12159265358979309823 0.054161
10 10000 3.11079999999999978755 0.03079265358979332845 0.050269
10 100000 3.12959999999999993747 0.01199265358979317853 0.055269
10 1000000 3.13590800000000013981 0.00568465358979297619 0.066917
10 100000000000 3.14159228288000003104 0.00000037070979308496 1291.043876
10 10000000 3.14367559999999990339 0.00208294641020678739 0.139026
10 100000000 3.14161816000000015947 0.00002550641020704347 0.881148
10 10 0.40000000000000002220 2.74159265358979320482 0.085042
10 100 2.43999999999999994671 0.70159265358979316929 0.052583
10 1000 3.03600000000000003197 0.10559265358979308402 0.055013
10 10000 3.09759999999999990905 0.04399265358979320695 0.055069
10 100000 3.12491999999999991999 0.01667265358979319601 0.044699
10 1000000 3.13486799999999998789 0.00672465358979312811 0.053214
10 10000000 3.14358799999999982688 0.00199534641020671089 0.151295
10 100000000 3.14153907999999981726 0.00005357358979329874 1.061158
10 100000000 3.14156608000000003855 0.00002657358979307745 0.979269
10 1000000000 3.14167418800000008972 0.00008153441020697372 6.683545
10 100000000000 3.14159203007999998647 0.00000062350979312953 1295.368371
10 10 0.40000000000000002220 2.74159265358979320482 0.076511
10 100 2.43999999999999994671 0.70159265358979316929 0.072967
10 1000 3.02000000000000001776 0.12159265358979309823 0.082923
10 10000 3.10599999999999987210 0.03559265358979324390 0.060922
10 100000 3.12559999999999993392 0.01599265358979318208 0.067221
10 1000000 3.13590400000000002478 0.00568865358979309121 0.076580
10 10000000 3.14351439999999993091 0.00192174641020681491 0.175605
10 1000000000 3.14167475200000012592 0.00008209841020700992 8.965991
10 1000000000 3.14168566800000004235 0.00009301441020692636 9.574312
10 100000000 3.14159340000000009141 0.00000074641020697541 1.095197
10 1000000000 3.14166225600000004192 0.00006960241020692592 9.587293
10 100000000000 3.14159228844000004699 0.00000036514979306901 1302.099453
10 10 0.40000000000000002220 2.74159265358979320482 0.083003
10 100 2.47999999999999998224 0.66159265358979313376 0.071018
10 1000 3.02000000000000001776 0.12159265358979309823 0.075012
10 10000 3.10440000000000004832 0.03719265358979306768 0.070733
10 100000 3.12775999999999987367 0.01383265358979324233 0.090864
10 1000000 3.13507999999999986684 0.00651265358979324915 0.081420
10 1000000000 3.14167714000000009023 0.00008448641020697423 9.880259
10 10000000 3.14352359999999997342 0.00193094641020685742 0.182941
10 100000000 3.14155863999999995784 0.00003401358979315816 1.323747
10 1000000000 3.14167643600000001669 0.00008378241020690069 10.649523
10 1000000000 3.14166300800000009019 0.00007035441020697419 10.239279
10 100000000000 3.14159201687999978247 0.00000063670979333352 1308.546398
10 10 0.40000000000000002220 2.74159265358979320482 0.067336
10 100 2.52000000000000001776 0.62159265358979309823 0.069126
10 1000 3.00400000000000000355 0.13759265358979311245 0.063285
10 10000 3.10559999999999991616 0.03599265358979319984 0.065647
10 100000 3.12503999999999981796 0.01655265358979329804 0.115034
10 1000000 3.13619199999999986872 0.00540065358979324728 0.070801
10 10000000 3.14311840000000008999 0.00152574641020697399 0.216786
10 100000000 3.14158691999999994948 0.00000573358979316652 1.490310
10 1000000000 3.14168198399999987203 0.00008933041020675603 12.241104
10 1000000000 3.14167714399999997710 0.00008449041020686110 13.076229
10 1000000000 3.14166830000000008027 0.00007564641020696428 13.818408
10 10000000000 3.14159185440000010558 0.00000079918979301041 131.898735
10 10000000000 3.14159274960000001187 0.00000009601020689587 129.768720
10 10000000000 3.14159241720000004250 0.00000023638979307350 130.701879
10 10000000000 3.14159242639999991553 0.00000022718979320047 131.410408
10 10000000000 3.14159297560000005944 0.00000032201020694345 130.410958
10 10000000000 3.14159272920000010032 0.00000007561020698432 131.150931
10 10000000000 3.14159210800000021635 0.00000054558979289965 131.405344
10 10000000000 3.14159240240000015021 0.00000025118979296579 128.699402
10 10000000000 3.14159229440000009603 0.00000035918979301997 128.299279
10 10000000000 3.14159294199999994390 0.00000028841020682790 126.752541
10 100000000000 3.14159228412000013364 0.00000036946979298236 1294.742291
10 10 0.40000000000000002220 2.74159265358979320482 0.049090
10 100 2.52000000000000001776 0.62159265358979309823 0.049418
10 1000 3.02800000000000002487 0.11359265358979309113 0.053320
10 10000 3.11479999999999979110 0.02679265358979332490 0.054008
10 100000 3.12792000000000003368 0.01367265358979308232 0.039078
10 1000000 3.13539600000000007185 0.00619665358979304415 0.049830
10 10000000 3.14325320000000019149 0.00166054641020707550 0.123193
10 100000000 3.14160120000000020468 0.00000854641020708868 0.697693
10 100000000000 3.14159230600000016764 0.00000034758979294836 1308.951522
10 10 0.00000000000000000000 3.14159265358979311600 0.041172
10 100000000000 3.14159230339999995252 0.00000035018979316348 1305.657653
10 100 2.47999999999999998224 0.66159265358979313376 0.047283
10 1000 3.01200000000000001066 0.12959265358979310534 0.036808
10 10 0.40000000000000002220 2.74159265358979320482 0.053089
10 10000 3.10480000000000000426 0.03679265358979311173 0.032947
10 100000 3.12900000000000000355 0.01259265358979311245 0.035243
10 100 2.52000000000000001776 0.62159265358979309823 0.039323
10 1000000 3.13536800000000015487 0.00622465358979296113 0.045020
10 1000 3.00800000000000000711 0.13359265358979310889 0.041559
10 10000 3.10919999999999996376 0.03239265358979315224 0.035156
10 10000000 3.14341399999999993042 0.00182134641020681443 0.092690
10 100000 3.12868000000000012761 0.01291265358979298838 0.048344
10 1000000 3.13554000000000021586 0.00605265358979290014 0.047048
10 10000000 3.14321839999999985693 0.00162574641020674093 0.099024
10 100000000 3.14162868000000017332 0.00003602641020705732 0.576774
10 100000000 3.14156628000000015533 0.00002637358979296067 0.603022
10 100000000000 3.14159201508000007763 0.00000063850979303837 1292.085155
10 100000000000 3.14159228083999986225 0.00000037274979325375 1304.644172
10 1000000000 3.14166976799999986270 0.00007711441020674670 5.435748
10 10 0.40000000000000002220 2.74159265358979320482 0.067125
10 10 0.40000000000000002220 2.74159265358979320482 0.068922
10 100 2.52000000000000001776 0.62159265358979309823 0.066498
10 100 2.52000000000000001776 0.62159265358979309823 0.062983
10 1000 3.00800000000000000711 0.13359265358979310889 0.039322
10 1000 3.01600000000000001421 0.12559265358979310179 0.067033
10 10000 3.09319999999999994955 0.04839265358979316645 0.055095
10 10000 3.10720000000000018403 0.03439265358979293197 0.071141
10 100000 3.12780000000000013571 0.01379265358979298028 0.061008
10 100000 3.12684000000000006381 0.01475265358979305219 0.057923
10 1000000 3.13478799999999990789 0.00680465358979320811 0.071270
10 1000000 3.13548399999999993781 0.00610865358979317818 0.063013
10 10000000 3.14326399999999983592 0.00167134641020671992 0.123029
10 10000000 3.14329759999999991393 0.00170494641020679794 0.143037
10 100000000000 3.14159203812000020761 0.00000061546979290839 1308.306282
10 100000000 3.14163796000000017372 0.00004530641020705772 1.096187
10 10 0.40000000000000002220 2.74159265358979320482 0.063019
10 100 2.56000000000000005329 0.58159265358979306271 0.057384
10 100000000 3.14158996000000012572 0.00000269358979299028 1.144128
10 1000 3.02400000000000002132 0.11759265358979309468 0.051880
10 10000 3.10239999999999982450 0.03919265358979329150 0.073431
10 100000 3.12644000000000010786 0.01515265358979300814 0.051383
10 1000000 3.13539600000000007185 0.00619665358979304415 0.067927
10 10000000 3.14359879999999991540 0.00200614641020679940 0.151067
10 100000000 3.14167656000000006244 0.00008390641020694645 1.093916
10 1000000000 3.14166396800000002898 0.00007131441020691298 9.075185
10 1000000000 3.14167418800000008972 0.00008153441020697372 8.963150
10 100000000000 3.14159202351999988778 0.00000063006979322822 1312.138620
10 10 0.40000000000000002220 2.74159265358979320482 0.071023
10 100 2.47999999999999998224 0.66159265358979313376 0.039108
10 1000 3.02800000000000002487 0.11359265358979309113 0.051069
10 10000 3.10440000000000004832 0.03719265358979306768 0.069449
10 100000 3.12740000000000017977 0.01419265358979293623 0.066077
10 1000000 3.13544799999999979079 0.00614465358979332521 0.055017
10 10000000 3.14318000000000008498 0.00158734641020696898 0.131050
10 1000000000 3.14167196799999981494 0.00007931441020669894 9.124323
10 1000000000 3.14166665200000005953 0.00007399841020694353 9.324314
10 100000000 3.14154480000000013717 0.00004785358979297882 1.106325
10 1000000000 3.14166475999999983415 0.00007210641020671815 9.574762
10 100000000000 3.14159202455999997383 0.00000062902979314217 1321.189862
10 10 0.40000000000000002220 2.74159265358979320482 0.067889
10 100 2.39999999999999991118 0.74159265358979320482 0.078965
10 1000 3.02400000000000002132 0.11759265358979309468 0.075005
10 10000 3.10320000000000018048 0.03839265358979293552 0.068417
10 100000 3.12664000000000008583 0.01495265358979303016 0.066876
10 1000000 3.13560799999999995080 0.00598465358979316520 0.094958
10 10000000 3.14318600000000003547 0.00159334641020691947 0.209212
10 100000000 3.14156923999999992958 0.00002341358979318642 1.262842
10 100000000000 3.14159229107999982133 0.00000036250979329466 1317.402977
10 10 0.00000000000000000000 3.14159265358979311600 0.067008
10 100 2.52000000000000001776 0.62159265358979309823 0.089193
10 1000 3.02000000000000001776 0.12159265358979309823 0.071028
10 10000 3.11240000000000005542 0.02919265358979306058 0.074302
10 100000 3.12568000000000001393 0.01591265358979310207 0.075031
10 1000000 3.13510799999999978382 0.00648465358979333217 0.074803
10 10000000 3.14338039999999985241 0.00178774641020673641 0.198951
10 1000000000 3.14167126400000018549 0.00007861041020706949 10.976341
10 100000000 3.14167079999999998563 0.00007814641020686963 1.318383
10 1000000000 3.14166806799999998034 0.00007541441020686435 12.066199
10 100000000000 3.14159202528000003340 0.00000062830979308259 1320.476317
10 10 0.40000000000000002220 2.74159265358979320482 0.046995
10 100 2.39999999999999991118 0.74159265358979320482 0.066924
10 1000 2.97999999999999998224 0.16159265358979313376 0.078934
10 10000 3.11120000000000018758 0.03039265358979292841 0.078823
10 100000 3.12855999999999978556 0.01303265358979333044 0.083186
10 1000000 3.13490000000000001990 0.00669265358979309610 0.070946
10 10000000 3.14319959999999998246 0.00160694641020686646 0.210986
10 1000000000 3.14167333199999987414 0.00008067841020675814 12.425543
10 100000000 3.14166227999999980725 0.00006962641020669125 1.479243
10 1000000000 3.14167578800000013572 0.00008313441020701973 14.312455
10 10000000000 3.14159181839999979147 0.00000083518979332453 129.383533
10 10000000000 3.14159199079999984505 0.00000066278979327095 127.445208
10 10000000000 3.14159266600000020020 0.00000001241020708420 126.173212
10 10000000000 3.14159182599999997620 0.00000082758979313979 129.164238
10 10000000000 3.14159232919999986677 0.00000032438979324922 131.531247
10 10000000000 3.14159224279999982343 0.00000041078979329257 131.651784
10 10000000000 3.14159195200000018744 0.00000070158979292856 133.770521
10 10000000000 3.14159288719999985062 0.00000023361020673462 131.824452
10 10000000000 3.14159299079999998483 0.00000033721020686883 132.191229
10 10000000000 3.14159234639999995764 0.00000030718979315836 131.463568
10 100000000000 3.14159202903999990042 0.00000062454979321558 1318.256115
10 10 0.40000000000000002220 2.74159265358979320482 0.056701
10 100 2.43999999999999994671 0.70159265358979316929 0.059020
10 1000 3.02800000000000002487 0.11359265358979309113 0.053364
10 10000 3.11399999999999987921 0.02759265358979323679 0.055304
10 100000 3.12699999999999977973 0.01459265358979333627 0.059084
10 1000000 3.13534800000000002385 0.00624465358979309215 0.065159
10 10000000 3.14329320000000000945 0.00170054641020689346 0.175304
10 100000000 3.14154527999999988452 0.00004737358979323147 0.844855
10 100000000000 3.14159229368000003646 0.00000035990979307954 1313.501681
10 10 0.40000000000000002220 2.74159265358979320482 0.055029
10 100 2.52000000000000001776 0.62159265358979309823 0.061165
10 1000 3.06400000000000005684 0.07759265358979305915 0.054840
10 10000 3.10239999999999982450 0.03919265358979329150 0.047057
10 100000 3.12568000000000001393 0.01591265358979310207 0.055531
10 1000000 3.13546799999999992181 0.00612465358979319419 0.051165
10 10000000 3.14335800000000009646 0.00176534641020698047 0.123028
10 100000000 3.14157919999999979410 0.00001345358979332190 0.763030
10 1000000000 3.14167599600000002624 0.00008334241020691024 6.622122
10 100000000000 3.14159201028000012457 0.00000064330979299143 1320.534731
10 10 0.40000000000000002220 2.74159265358979320482 0.043267
10 100 2.31999999999999984013 0.82159265358979327587 0.049587
10 1000 2.99599999999999999645 0.14559265358979311955 0.046942
10 10000 3.09560000000000012932 0.04599265358979298668 0.041583
10 100000 3.12659999999999982379 0.01499265358979329221 0.043519
10 1000000 3.13505199999999994986 0.00654065358979316613 0.043725
10 10000000 3.14366680000000009443 0.00207414641020697843 0.094944
10 100000000000 3.14159229868000000607 0.00000035490979310993 1315.859351
10 10 0.40000000000000002220 2.74159265358979320482 0.039070
10 100000000000 3.14159228771999998742 0.00000036586979312858 1313.842988
10 100 2.52000000000000001776 0.62159265358979309823 0.057153
10 10 0.00000000000000000000 3.14159265358979311600 0.045351
10 1000 3.01600000000000001421 0.12559265358979310179 0.055035
10 100 2.43999999999999994671 0.70159265358979316929 0.051109
10 10000 3.10639999999999982805 0.03519265358979328795 0.043084
10 1000 3.00800000000000000711 0.13359265358979310889 0.035066
10 100000 3.12647999999999992582 0.01511265358979319018 0.055088
10 10000 3.11160000000000014353 0.02999265358979297247 0.055328
10 100000000 3.14167395999999987666 0.00008130641020676066 0.644435
10 1000000 3.13470400000000015694 0.00688865358979295905 0.057071
10 100000 3.12656000000000000583 0.01503265358979311017 0.044149
10 1000000 3.13462400000000007694 0.00696865358979303906 0.041052
10 10000000 3.14366240000000018995 0.00206974641020707395 0.098360
10 100000000000 3.14159203559999999911 0.00000061798979311689 1297.950788
10 10000000 3.14329320000000000945 0.00170054641020689346 0.115066
10 10 0.40000000000000002220 2.74159265358979320482 0.043007
10 1000000000 3.14166651999999979594 0.00007386641020667994 6.408292
10 100000000000 3.14159201132000021062 0.00000064226979290538 1291.331856
10 100 2.35999999999999987566 0.78159265358979324034 0.071063
10 1000 3.02000000000000001776 0.12159265358979309823 0.054976
10 10 0.40000000000000002220 2.74159265358979320482 0.071520
10 10000 3.11039999999999983160 0.03119265358979328440 0.070975
10 100 2.43999999999999994671 0.70159265358979316929 0.079248
10 100000 3.12531999999999987594 0.01627265358979324006 0.051323
10 1000 3.02000000000000001776 0.12159265358979309823 0.066120
10 1000000 3.13495200000000018292 0.00664065358979293308 0.067605
10 10000 3.10559999999999991616 0.03599265358979319984 0.068975
10 100000 3.12519999999999997797 0.01639265358979313802 0.058013
10 1000000 3.13453600000000021097 0.00705665358979290502 0.051238
10 10000000 3.14335679999999983991 0.00176414641020672391 0.159160
10 100000000 3.14154480000000013717 0.00004785358979297882 0.952508
10 10000000 3.14338480000000020098 0.00179214641020708498 0.143320
10 100000000000 3.14159204204000008787 0.00000061154979302813 1324.355090
10 100000000 3.14155036000000009722 0.00004229358979301878 1.067036
10 10 0.00000000000000000000 3.14159265358979311600 0.078991
10 100 2.39999999999999991118 0.74159265358979320482 0.087018
10 1000 3.02800000000000002487 0.11359265358979309113 0.087768
10 10000 3.11240000000000005542 0.02919265358979306058 0.067086
10 100000 3.12704000000000004178 0.01455265358979307422 0.071040
10 1000000 3.13374800000000020006 0.00784465358979291594 0.067260
10 100000000 3.14162711999999988421 0.00003446641020676822 1.167890
10 10000000 3.14322759999999989944 0.00163494641020678344 0.174887
10 100000000 3.14166792000000016927 0.00007526641020705327 1.284347
10 100000000 3.14164443999999987156 0.00005178641020675556 1.295014
10 1000000000 3.14167268399999999318 0.00008003041020687718 11.219318
10 1000000000 3.14166602799999994389 0.00007337441020682789 11.674901
10 1000000000 3.14167434400000011863 0.00008169041020700263 11.581252
10 1000000000 3.14167667599999989037 0.00008402241020677437 11.645252
10 1000000000 3.14167395200000010291 0.00008129841020698692 11.568281
10 1000000000 3.14166117200000005738 0.00006851841020694138 11.161119
10 100000000000 3.14159201315999991877 0.00000064042979319723 1317.124022
10 10 0.40000000000000002220 2.74159265358979320482 0.058931
10 100 2.35999999999999987566 0.78159265358979324034 0.067389
10 1000 3.01200000000000001066 0.12959265358979310534 0.071010
10 10000 3.10199999999999986855 0.03959265358979324745 0.066897
10 100000 3.12571999999999983189 0.01587265358979328411 0.063202
10 1000000 3.13541200000000008785 0.00618065358979302815 0.079315
10 10000000 3.14333200000000001495 0.00173934641020689895 0.223295
10 100000000 3.14160356000000007271 0.00001090641020695671 1.503038
10 1000000000 3.14166407999999997003 0.00007142641020685403 12.771755
10 10000000000 3.14159221239999997266 0.00000044118979314334 116.367524
10 10000000000 3.14159261200000017311 0.00000004158979294289 119.776380
10 10000000000 3.14159246760000021581 0.00000018598979290019 117.129073
10 10000000000 3.14159252040000014361 0.00000013318979297239 118.954459
10 10000000000 3.14159202200000020611 0.00000063158979290989 115.455376
10 10000000000 3.14159181800000020246 0.00000083558979291354 117.070013
10 10000000000 3.14159157040000014405 0.00000108318979297195 118.589390
10 10000000000 3.14159268640000011175 0.00000003281020699575 119.994413
10 10000000000 3.14159249159999998113 0.00000016198979313486 120.133634
10 100000000000 3.14159228595999984179 0.00000036762979327420 2121.146779
10 10 0.40000000000000002220 2.74159265358979320482 0.079007
10 100 2.43999999999999994671 0.70159265358979316929 0.063183
10 1000 3.00800000000000000711 0.13359265358979310889 0.065465
10 10000 3.10679999999999978400 0.03479265358979333200 0.067295
10 100000 3.12795999999999985164 0.01363265358979326436 0.044697
10 1000000 3.13484799999999985687 0.00674465358979325913 0.105043
10 10000000 3.14323199999999980392 0.00163934641020668792 0.234971
10 100000000 3.14167767999999991702 0.00008502641020680102 1.393331
10 1000000000 3.14166396800000002898 0.00007131441020691298 14.136570
10 10000000000 3.14159190519999986790 0.00000074838979324809 145.110998
10 100000000000 3.14159228264000001118 0.00000037094979310481 1259.975999
10 10 0.00000000000000000000 3.14159265358979311600 0.068991
10 100 2.43999999999999994671 0.70159265358979316929 0.057111
10 1000 3.00000000000000000000 0.14159265358979311600 0.073103
10 10000 3.09799999999999986500 0.04359265358979325100 0.053440
10 100000 3.12772000000000005571 0.01387265358979306029 0.055216
10 1000000 3.13490000000000001990 0.00669265358979309610 0.076121
10 10000000 3.14330679999999995644 0.00171414641020684044 0.146947
10 100000000 3.14159547999999988477 0.00000282641020676877 0.862964
10 100000000000 3.14159232351999984090 0.00000033006979327510 1254.796776
10 10 0.40000000000000002220 2.74159265358979320482 0.079061
10 100 2.52000000000000001776 0.62159265358979309823 0.071351
10 1000 3.02800000000000002487 0.11359265358979309113 0.055069
10 10000 3.10320000000000018048 0.03839265358979293552 0.063049
10 100000 3.12611999999999978783 0.01547265358979332817 0.055017
10 1000000 3.13459999999999983089 0.00699265358979328511 0.059064
10 10000000 3.14330959999999981491 0.00171694641020669891 0.147280
10 100000000 3.14157595999999994518 0.00001669358979317082 0.877254
10 100000000000 3.14159228828000003375 0.00000036530979308225 1246.084253
10 10 0.40000000000000002220 2.74159265358979320482 0.053229
10 100 2.56000000000000005329 0.58159265358979306271 0.075303
10 1000 3.03200000000000002842 0.10959265358979308758 0.067254
10 10000 3.10440000000000004832 0.03719265358979306768 0.065113
10 100000 3.12720000000000020179 0.01439265358979291420 0.055037
10 1000000 3.13496800000000019892 0.00662465358979291707 0.075301
